t,ax,ay,az,gx,gy,gz
0.011920928955078125, 0.3950432739257812, 0.9504980590820312, 7.934384301757812, -0.13740458015267176, -6.106870229007634, -0.9770992366412213
6.720781326293945, 0.35673604736328124, 0.9816226806640624, 7.970297326660156, -0.366412213740458, -6.236641221374046, -0.916030534351145
13.238668441772461, 0.3447650390625, 0.9720458740234375, 7.9846625366210935, -0.1984732824427481, -6.175572519083969, -0.8778625954198473
19.788026809692383, 0.32082302246093747, 0.9504980590820312, 7.841010437011718, -1.8931297709923665, -6.5038167938931295, -0.9923664122137404
26.27849578857422, 0.37828386230468747, 0.9241618408203125, 8.034940771484374, -0.07633587786259542, -6.427480916030534, -0.9541984732824428
32.769203186035156, 0.3232172241210937, 0.9600748657226562, 7.999027746582031, 0.0, -6.450381679389313, -1.083969465648855
39.25609588623047, 0.38307226562499996, 1.0223241088867188, 7.996633544921875, 0.07633587786259542, -6.549618320610687, -0.7709923664122137
45.742034912109375, 0.41419688720703124, 0.9217676391601562, 7.951143713378905, -0.1450381679389313, -6.526717557251908, -0.9847328244274809
52.22916603088379, 0.3591302490234375, 0.9504980590820312, 8.020575561523437, 0.1984732824427481, -6.702290076335878, -0.9618320610687023
58.785438537597656, 0.37828386230468747, 0.9528922607421875, 8.034940771484374, -0.17557251908396945, -6.587786259541985, -1.0076335877862594
65.27304649353027, 0.430956298828125, 0.9816226806640624, 8.085219006347655, -0.07633587786259542, -6.6106870229007635, -0.9618320610687023
71.75898551940918, 0.3495534423828125, 1.0031704956054688, 8.080430603027343, 1.9312977099236641, -6.740458015267175, -0.916030534351145
78.24826240539551, 0.4165910888671875, 1.0414777221679687, 8.054094384765625, 0.2595419847328244, -6.7251908396946565, -0.8015267175572519
84.73563194274902, 0.40462008056640625, 1.0079588989257813, 8.034940771484374, -0.06870229007633588, -6.488549618320611, -0.8396946564885496
91.23110771179199, 0.3854664672851562, 1.0319009155273438, 8.049305981445311, -0.07633587786259542, -6.480916030534351, -0.8549618320610687
97.71728515625, 0.39983167724609375, 0.9648632690429687, 8.027758166503906, -0.030534351145038167, -6.694656488549619, -0.732824427480916
104.22468185424805, 0.430956298828125, 1.0462661254882812, 8.039729174804688, -0.19083969465648856, -6.633587786259542, -0.8244274809160306
110.7168197631836, 0.38786066894531246, 0.9864110839843749, 7.958326318359375, -0.1984732824427481, -6.473282442748092, -0.7099236641221374
117.27499961853027, 0.4285620971679687, 0.9409212524414062, 7.999027746582031, -0.015267175572519083, -6.519083969465649, -0.6335877862595419
123.76904487609863, 0.4429273071289062, 1.0438719238281249, 8.02536396484375, -0.22137404580152673, -6.374045801526718, -0.9236641221374046
130.25856018066406, 0.42377369384765623, 1.0342951171875, 8.05648858642578, -0.4580152671755725, -6.213740458015267, -0.6870229007633588
136.7471218109131, 0.40222587890625, 1.0702081420898437, 8.01818135986328, -0.22900763358778625, -6.206106870229007, -0.35877862595419846
143.2347297668457, 0.4261678955078125, 1.0390835205078124, 8.049305981445311, -0.4351145038167939, -6.221374045801527, -0.45038167938931295
149.72352981567383, 0.4525041137695312, 1.0079588989257813, 8.099584216308592, -0.6183206106870229, -6.137404580152672, -0.46564885496183206
