ax,ay,az,gx,gy,gz
0.5123591552734374,0.9959878906249999,7.999027746582031,-4.847328244274809,-2.213740458015267,-0.5877862595419847
0.507570751953125,0.928950244140625,7.987056738281249,-5.091603053435114,-2.351145038167939,-0.45038167938931295
0.5027823486328125,0.9145850341796874,8.085219006347655,-5.076335877862595,-2.2977099236641223,-0.4961832061068702
0.5602431884765625,1.01514150390625,8.003816149902343,-5.068702290076335,-2.450381679389313,-0.5725190839694656
0.4955997436523437,1.0582371337890624,8.109161022949218,-5.076335877862595,-2.3282442748091605,-0.4580152671755725
0.51714755859375,0.9026140258789062,7.948749511718749,-5.236641221374046,-2.404580152671756,-0.7099236641221374
0.5315127685546874,0.9959878906249999,8.05648858642578,-5.152671755725191,-2.7938931297709924,-0.5343511450381679
0.5051765502929687,0.8858546142578124,8.037334973144532,-5.183206106870229,-2.7786259541984735,-0.48854961832061067
0.5506663818359374,0.9864110839843749,8.061276989746093,-5.213740458015267,-2.7938931297709924,-0.7709923664122137
0.5506663818359374,0.9097966308593749,8.054094384765625,-5.076335877862595,-2.854961832061069,-0.7099236641221374
0.5482721801757812,1.0558429321289062,8.034940771484374,-5.038167938931298,-3.015267175572519,-0.6412213740458015
0.5051765502929687,0.7829039428710937,7.987056738281249,-5.122137404580153,-2.8702290076335877,-0.8244274809160306
0.565031591796875,0.86191259765625,8.049305981445311,-5.038167938931298,-2.900763358778626,-0.7633587786259542
0.5099649536132812,1.0295067138671874,8.075642199707032,-5.129770992366412,-2.9083969465648853,-0.8625954198473282
0.5506663818359374,0.8858546142578124,8.113949426269532,-5.076335877862595,-2.954198473282443,-0.7709923664122137
0.49320554199218747,0.9074024291992187,7.9846625366210935,-4.938931297709924,-2.946564885496183,-0.7099236641221374
0.5434837768554687,0.86191259765625,8.066065393066406,-4.984732824427481,-3.0076335877862594,-0.7709923664122137
0.49320554199218747,0.9050082275390624,8.135497241210937,-4.770992366412214,-3.0763358778625953,-0.8702290076335878
0.5363011718749999,0.8906430175781249,8.111555224609374,-4.732824427480916,-2.931297709923664,-0.7938931297709924
0.5339069702148437,0.86191259765625,8.049305981445311,-4.801526717557252,-3.1755725190839694,-0.8320610687022901
0.5003881469726562,0.8451531860351562,8.097190014648437,-4.587786259541985,-2.854961832061069,-0.8091603053435115
0.5626373901367188,0.852335791015625,8.075642199707032,-4.702290076335878,-3.0,-0.7938931297709924
0.5817910034179687,0.8930372192382812,8.058882788085937,-4.519083969465649,-3.045801526717557,-0.7099236641221374
0.5602431884765625,0.8188169677734375,8.145074047851562,-4.412213740458015,-3.236641221374046,-0.916030534351145
0.49320554199218747,0.8355763793945312,8.145074047851562,-4.290076335877862,-3.068702290076336,-0.6870229007633588
0.5482721801757812,0.8379705810546875,8.142679846191406,-4.198473282442748,-3.045801526717557,-0.7938931297709924
0.5698199951171875,0.8786720092773437,8.12113203125,-1.9770992366412214,-3.0610687022900764,-0.8625954198473282
0.488417138671875,0.82360537109375,7.970297326660156,-3.8702290076335877,-3.0076335877862594,-0.7862595419847328
0.5291185668945312,0.8475473876953125,8.14028564453125,-3.786259541984733,-2.9160305343511452,-0.6946564885496184
0.5722141967773438,0.8403647827148437,8.185775476074218,-3.786259541984733,-2.969465648854962,-0.7786259541984732
0.5434837768554687,0.7805097412109374,8.049305981445311,-5.770992366412214,-2.946564885496183,-0.6564885496183206
0.5243301635742187,0.814028564453125,8.073247998046874,-3.572519083969466,-2.9389312977099236,-0.7633587786259542
0.5291185668945312,0.8571241943359375,8.243236315917969,-3.4198473282442747,-2.9236641221374047,-0.7557251908396947
0.51714755859375,0.8403647827148437,8.10197841796875,-3.49618320610687,-2.877862595419847,-0.7175572519083969
0.5506663818359374,0.833182177734375,8.145074047851562,-3.236641221374046,-2.969465648854962,-0.6106870229007634
0.34237083740234375,0.7876923461914062,8.099584216308592,-3.122137404580153,-2.954198473282443,-0.6335877862595419
0.5051765502929687,0.7709329345703124,8.106766821289062,-3.0229007633587788,-2.885496183206107,-0.5725190839694656
0.5147533569335937,0.8044517578125,8.137891442871092,-2.8702290076335877,-2.984732824427481,-0.5954198473282443
0.5051765502929687,0.7733271362304687,8.099584216308592,-2.9770992366412212,-2.954198473282443,-0.6106870229007634
0.6105214233398437,0.6177040283203125,8.099584216308592,-2.3740458015267176,-2.946564885496183,-0.5190839694656488
0.5458779785156249,0.74699091796875,8.152256652832031,-2.4885496183206106,-2.763358778625954,-0.4198473282442748
0.5363011718749999,0.8643067993164062,8.020575561523437,-2.480916030534351,-2.83206106870229,-0.5190839694656488
0.5458779785156249,0.7661445312499999,8.039729174804688,-2.480916030534351,-2.9236641221374047,-0.37404580152671757
0.44532150878906246,0.8020575561523438,7.999027746582031,-2.2519083969465647,-2.816793893129771,-0.33587786259541985
0.5051765502929687,0.7589619262695312,8.073247998046874,-1.8931297709923665,-2.969465648854962,-0.42748091603053434
0.5051765502929687,0.7254431030273437,8.042123376464843,-1.9770992366412214,-2.969465648854962,-0.31297709923664124
0.5027823486328125,0.7541735229492187,8.039729174804688,-1.8931297709923665,-3.0229007633587788,-0.2595419847328244
0.5003881469726562,0.7876923461914062,8.054094384765625,-1.816793893129771,-3.122137404580153,-0.42748091603053434
0.5195417602539062,0.7948749511718749,7.881711865234375,-1.6259541984732824,-2.8473282442748094,-0.29770992366412213
0.5363011718749999,0.7637503295898437,7.975085729980468,-1.465648854961832,-3.0763358778625953,-0.2824427480916031
0.46686932373046874,0.7302315063476562,7.9846625366210935,-1.4809160305343512,-3.1297709923664123,-0.2824427480916031
0.35194764404296874,0.622492431640625,8.032546569824218,-1.2900763358778626,-3.0381679389312977,-0.3435114503816794
0.5051765502929687,0.8044517578125,8.030152368164062,-1.4045801526717556,-2.984732824427481,-0.25190839694656486
0.46208092041015625,0.8020575561523438,7.979874133300781,-1.2442748091603053,-3.1603053435114505,-0.25190839694656486
0.5482721801757812,0.7972691528320313,7.958326318359375,-1.1145038167938932,-3.0381679389312977,-0.3816793893129771
0.5458779785156249,0.7613561279296874,8.061276989746093,-1.2290076335877862,-3.33587786259542,-0.3816793893129771
0.5602431884765625,0.6344634399414062,8.032546569824218,-1.1221374045801527,-3.3053435114503817,-0.45038167938931295
0.5410895751953124,0.8092401611328125,8.06367119140625,-0.9923664122137404,-3.2290076335877864,-0.4122137404580153
0.5458779785156249,0.7852981445312499,8.092401611328125,-0.9847328244274809,-3.16793893129771,-0.366412213740458
0.5722141967773438,0.7948749511718749,8.06367119140625,-0.8854961832061069,-3.2061068702290076,-0.4198473282442748
0.5434837768554687,0.9121908325195311,8.113949426269532,-0.8015267175572519,-3.045801526717557,-0.5877862595419847
0.51714755859375,0.7685387329101562,8.075642199707032,-0.7175572519083969,-3.1068702290076335,-0.3893129770992366
0.5410895751953124,0.7685387329101562,8.068459594726562,-0.6946564885496184,-3.1297709923664123,-0.3511450381679389
0.5386953735351562,0.7733271362304687,8.118737829589843,-0.6564885496183206,-3.015267175572519,-0.45038167938931295
0.49799394531249996,0.8044517578125,8.113949426269532,-0.7557251908396947,-3.0916030534351147,-0.6030534351145038
0.5003881469726562,0.8283937744140625,8.061276989746093,-0.7709923664122137,-3.0916030534351147,-0.4961832061068702
0.5267243652343749,0.7757213378906249,8.032546569824218,-0.7175572519083969,-3.1297709923664123,-0.4580152671755725
0.55545478515625,0.6272808349609375,7.996633544921875,-0.7480916030534351,-3.198473282442748,-0.5114503816793893
0.49799394531249996,0.7876923461914062,8.068459594726562,-0.5801526717557252,-3.282442748091603,-0.45038167938931295
0.4836287353515625,0.8307879760742187,8.085219006347655,-0.6412213740458015,-3.1297709923664123,-0.5190839694656488
0.4955997436523437,0.833182177734375,7.9272016967773435,-0.5114503816793893,-3.282442748091603,-0.6641221374045801
0.4644751220703125,0.8307879760742187,8.027758166503906,-0.5343511450381679,-3.122137404580153,-0.6183206106870229
0.5315127685546874,0.8738836059570312,7.967903124999999,-0.5725190839694656,-3.198473282442748,-0.5419847328244275
0.5123591552734374,0.8188169677734375,8.02536396484375,-0.5648854961832062,-3.114503816793893,-0.5038167938931297
0.5219359619140624,0.8283937744140625,8.06367119140625,-0.6870229007633588,-3.2442748091603053,-0.5725190839694656
0.488417138671875,0.8259995727539062,7.922413293457031,-0.6793893129770993,-3.099236641221374,-0.6564885496183206
0.5291185668945312,0.8714894042968749,8.044517578125,-0.6717557251908397,-3.145038167938931,-0.6183206106870229
0.5123591552734374,0.7948749511718749,8.030152368164062,-0.6946564885496184,-3.3740458015267176,-0.44274809160305345
0.7757213378906249,0.8044517578125,7.991845141601562,-1.4045801526717556,-3.015267175572519,0.9770992366412213
0.373495458984375,0.70868369140625,7.912836486816405,-1.0916030534351144,-2.6412213740458017,1.7251908396946565
0.21068974609375,0.8212111694335937,8.2360537109375,-1.3435114503816794,-2.5877862595419847,-0.9236641221374046
0.7852981445312499,1.3168109130859373,8.252813122558594,-1.0687022900763359,-3.0763358778625953,0.6106870229007634
0.46686932373046874,0.7517793212890624,7.8721350585937495,-1.1374045801526718,-2.8396946564885495,0.8396946564885496
0.09337386474609374,0.27293898925781246,8.51617530517578,-1.450381679389313,-2.49618320610687,0.12213740458015267
-0.14604630126953125,0.2657563842773437,8.317456567382813,-1.5801526717557253,-1.7938931297709924,1.2061068702290076
0.08140285644531249,0.9026140258789062,8.245630517578125,-0.9312977099236641,-0.9007633587786259,2.1908396946564888
0.239420166015625,0.7541735229492187,8.030152368164062,-1.5190839694656488,-0.16793893129770993,3.7099236641221376
0.316034619140625,0.0909796630859375,8.157045056152343,-1.5419847328244274,-0.2748091603053435,1.9541984732824427
0.5315127685546874,0.5339069702148437,8.166621862792969,-2.7099236641221376,0.3282442748091603,6.656488549618321
0.239420166015625,0.28730419921875,8.010998754882811,-3.1908396946564888,0.3282442748091603,9.083969465648854
0.2825157958984375,0.36391865234375,8.042123376464843,-4.0534351145038165,0.8320610687022901,10.15267175572519
0.42377369384765623,0.5506663818359374,8.080430603027343,-4.206106870229007,0.9541984732824428,12.083969465648854
