t,ax,ay,az,gx,gy,gz
0.011444091796875, 0.5363011718749999, 0.7757213378906249, 8.090007409667969, -0.24427480916030533, -0.8473282442748091, 3.900763358778626
6.680011749267578, 0.5243301635742187, 1.0007762939453124, 8.008604553222655, 0.015267175572519083, -0.7786259541984732, 1.8931297709923665
13.180971145629883, 0.4860229370117187, 0.9935936889648437, 8.0062103515625, -0.2595419847328244, -1.2366412213740459, 1.8015267175572518
19.67000961303711, 0.48123453369140623, 0.9145850341796874, 8.161833459472655, -0.15267175572519084, -1.183206106870229, 1.6488549618320612
26.149988174438477, 0.5147533569335937, 0.9600748657226562, 8.250418920898436, -0.1450381679389313, -1.1908396946564885, 1.4885496183206106
32.64904022216797, 0.5315127685546874, 0.8930372192382812, 8.087613208007811, -0.26717557251908397, -1.3969465648854962, 1.4809160305343512
39.15834426879883, 0.55545478515625, 0.9552864624023437, 8.09479581298828, -0.32061068702290074, -1.366412213740458, 1.183206106870229
45.64237594604492, 0.5770026000976562, 0.9528922607421875, 8.099584216308592, -0.4122137404580153, -1.4351145038167938, 1.0916030534351144
52.13117599487305, 0.5817910034179687, 1.01514150390625, 8.099584216308592, -0.6717557251908397, -1.534351145038168, 0.9312977099236641
58.640241622924805, 0.5243301635742187, 0.9193734375, 8.099584216308592, -0.6335877862595419, -1.4885496183206106, 0.7862595419847328
65.17791748046875, 0.5458779785156249, 0.9241618408203125, 8.066065393066406, -0.48854961832061067, -1.618320610687023, 0.6717557251908397
71.66481018066406, 0.5339069702148437, 0.8451531860351562, 8.10197841796875, -0.5343511450381679, -1.549618320610687, 0.40458015267175573
78.15051078796387, 0.5674257934570313, 0.9074024291992187, 8.104372619628906, -0.5877862595419847, -1.549618320610687, 0.4122137404580153
84.63025093078613, 0.5578489868164063, 0.9457096557617187, 7.989450939941406, -0.4580152671755725, -1.6641221374045803, 0.183206106870229
91.11690521240234, 0.48123453369140623, 0.9504980590820312, 8.05648858642578, -0.7404580152671756, -1.8244274809160306, 0.07633587786259542
97.60785102844238, 0.5793968017578125, 0.9576806640625, 8.008604553222655, -0.48854961832061067, -1.9923664122137406, -0.1984732824427481
104.09998893737793, 0.4860229370117187, 1.0079588989257813, 8.085219006347655, -0.48091603053435117, -1.916030534351145, -0.22137404580152673
110.59451103210449, 0.5410895751953124, 0.8786720092773437, 8.092401611328125, -0.3282442748091603, -2.0763358778625953, -0.3282442748091603
117.0954704284668, 0.5578489868164063, 1.0103531005859374, 8.008604553222655, -0.3969465648854962, -2.1526717557251906, -0.5038167938931297
123.63409996032715, 0.5267243652343749, 0.8906430175781249, 8.058882788085937, -0.48854961832061067, -2.053435114503817, -0.6030534351145038
130.12313842773438, 0.5865794067382812, 0.9074024291992187, 8.02536396484375, -0.37404580152671757, -2.16793893129771, -0.6946564885496184
136.61646842956543, 0.5051765502929687, 0.9504980590820312, 8.099584216308592, -0.03816793893129771, -2.3282442748091605, -0.8778625954198473
143.14627647399902, 0.5793968017578125, 0.9911994873046874, 8.001421948242188, -0.31297709923664124, -2.4656488549618323, -1.0916030534351144
149.63436126708984, 0.55545478515625, 1.0678139404296874, 8.073247998046874, -0.29770992366412213, -2.595419847328244, -1.3129770992366412
