t,ax,ay,az,gx,gy,gz
0.01239776611328125, 0.8451531860351562, 1.350329736328125, 8.085219006347655, -0.7022900763358778, -2.954198473282443, -2.145038167938931
6.707906723022461, 0.7781155395507812, 1.3431471313476562, 8.113949426269532, -0.549618320610687, -2.885496183206107, -2.2977099236641223
13.22174072265625, 0.7781155395507812, 1.3335703247070312, 7.922413293457031, -0.7099236641221374, -3.0610687022900764, -2.2213740458015265
19.783496856689453, 0.8212111694335937, 1.3766659545898436, 7.967903124999999, -0.6106870229007634, -3.045801526717557, -2.6259541984732824
26.40533447265625, 0.8020575561523438, 1.5298948608398437, 8.003816149902343, -0.5648854961832062, -2.885496183206107, -2.450381679389313
32.824039459228516, 0.7805097412109374, 1.3551181396484375, 8.104372619628906, -0.3511450381679389, -3.0, -2.5801526717557253
39.31546211242676, 0.842758984375, 1.3527239379882812, 7.9272016967773435, -0.6412213740458015, -2.946564885496183, -2.5572519083969465
45.749664306640625, 0.7852981445312499, 1.3168109130859373, 8.001421948242188, -0.48091603053435117, -3.045801526717557, -2.6564885496183206
52.176475524902344, 0.7565677246093749, 1.4891934326171874, 8.049305981445311, -0.732824427480916, -3.053435114503817, -2.6259541984732824
58.72392654418945, 0.7733271362304687, 1.4006079711914061, 7.987056738281249, -0.7786259541984732, -3.1908396946564888, -2.7251908396946565
65.21725654602051, 0.70868369140625, 1.2282254516601563, 7.869740856933594, -0.8091603053435115, -3.2748091603053435, -2.7557251908396947
71.71368598937988, 0.7685387329101562, 1.4173673828125, 7.991845141601562, -0.9923664122137404, -3.213740458015267, -2.885496183206107
78.20796966552734, 0.6607996582031249, 1.3742717529296875, 7.987056738281249, -1.0, -3.2900763358778624, -2.6717557251908395
84.68794822692871, 0.6272808349609375, 1.369483349609375, 8.0062103515625, -1.1068702290076335, -3.3053435114503817, -2.7938931297709924
91.19391441345215, 0.7206546997070312, 1.350329736328125, 7.996633544921875, -1.4427480916030535, -3.4732824427480917, -2.6946564885496183
97.6865291595459, 0.7398083129882812, 1.5107412475585937, 7.864952453613281, -1.618320610687023, -3.5114503816793894, -2.7786259541984735
104.21991348266602, 0.7541735229492187, 1.3742717529296875, 8.090007409667969, -1.702290076335878, -3.6717557251908395, -2.633587786259542
110.66865921020508, 0.7398083129882812, 1.3551181396484375, 8.013392956542969, -1.9312977099236641, -3.633587786259542, -2.4656488549618323
117.30694770812988, 0.8188169677734375, 1.35990654296875, 8.080430603027343, -0.015267175572519083, -3.786259541984733, -2.366412213740458
123.94380569458008, 0.7852981445312499, 1.3455413330078123, 8.039729174804688, -3.8244274809160306, -3.7709923664122136, -2.282442748091603
130.47075271606445, 0.7541735229492187, 1.3239935180664062, 8.118737829589843, -2.2977099236641223, -3.7099236641221376, -2.2748091603053435
136.98649406433105, 0.7445967163085937, 1.3144167114257812, 8.001421948242188, -2.236641221374046, -3.6946564885496183, -2.122137404580153
143.46981048583984, 0.7757213378906249, 1.3024457031249999, 8.066065393066406, -2.2595419847328246, -3.83206106870229, -2.145038167938931
149.95837211608887, 0.82360537109375, 1.3335703247070312, 8.051700183105469, -2.4656488549618323, -3.7022900763358777, -3.877862595419847
156.4500331878662, 0.7733271362304687, 1.2904746948242187, 8.106766821289062, -2.450381679389313, -3.8473282442748094, -2.099236641221374
162.93668746948242, 0.7565677246093749, 1.3215993164062498, 8.042123376464843, -2.5877862595419847, -3.801526717557252, -1.900763358778626
169.41261291503906, 0.8020575561523438, 1.2737152832031249, 8.042123376464843, -2.213740458015267, -2.015267175572519, -1.8854961832061068
176.07760429382324, 0.8020575561523438, 1.3024457031249999, 8.032546569824218, -2.427480916030534, -3.6717557251908395, -1.6641221374045803
182.6460361480713, 0.9074024291992187, 1.2785036865234374, 8.058882788085937, -2.4122137404580153, -3.885496183206107, -1.6412213740458015
189.1460418701172, 0.70868369140625, 1.2976572998046874, 7.977479931640625, -2.4580152671755724, -3.83206106870229, -1.633587786259542
195.64509391784668, 0.6679822631835937, 1.3000515014648437, 8.037334973144532, -2.3435114503816794, -3.786259541984733, -1.4809160305343512
202.18420028686523, 0.7398083129882812, 1.3144167114257812, 7.967903124999999, -2.366412213740458, -3.7557251908396947, -1.3358778625954197
208.68825912475586, 0.6967126831054687, 1.3048399047851562, 7.857769848632812, -2.3206106870229006, -3.9618320610687023, -1.3435114503816794
215.18778800964355, 0.6200982299804687, 1.2952630981445312, 7.982268334960937, -2.2900763358778624, -4.022900763358779, -1.2442748091603053
221.6947078704834, 0.7637503295898437, 1.3718775512695311, 8.0062103515625, -2.2442748091603053, -4.0, -1.0763358778625953
228.16801071166992, 0.9097966308593749, 1.3120225097656248, 8.022969763183593, -2.0381679389312977, -4.015267175572519, -1.1297709923664123
234.59815979003906, 0.7637503295898437, 1.3120225097656248, 7.994239343261718, -1.8778625954198473, -4.190839694656488, -1.0763358778625953
241.18709564208984, 0.7709329345703124, 1.3072341064453123, 8.013392956542969, -1.83206106870229, -3.946564885496183, -1.0610687022900764
247.68638610839844, 0.7541735229492187, 1.3048399047851562, 8.001421948242188, -1.5801526717557253, -4.320610687022901, -0.9923664122137404
254.20403480529785, 0.7326257080078125, 1.2904746948242187, 7.841010437011718, -1.4274809160305344, -4.297709923664122, -1.0305343511450382
260.9701156616211, 0.9121908325195311, 1.3000515014648437, 8.015787158203125, -1.183206106870229, -4.152671755725191, -0.8625954198473282
267.4539089202881, 0.7948749511718749, 1.3455413330078123, 7.967903124999999, -1.2595419847328244, -4.33587786259542, -0.8625954198473282
273.939847946167, 0.8283937744140625, 1.2761094848632812, 7.970297326660156, -0.8396946564885496, -4.3816793893129775, -1.0458015267175573
280.37357330322266, 0.7852981445312499, 1.3670891479492187, 7.867346655273437, -0.9770992366412213, -4.33587786259542, -0.7480916030534351
286.806583404541, 0.7876923461914062, 1.2641384765625, 8.09479581298828, -0.5954198473282443, -4.366412213740458, -0.9770992366412213
